date,open_SPX,open_QQQ,open_SEMIS,open_BOND,open_GOLD,open_OIL,open_USD,open_CASH,open_VIX_HEDGE,close_SPX,close_QQQ,close_SEMIS,close_BOND,close_GOLD,close_OIL,close_USD,close_CASH,close_VIX_HEDGE
2011-12-01,96.38688563161605,49.60820148433539,12.941316062010886,75.22862551528034,169.85000610351562,23.300261333117593,18.395520820457474,73.41704559326172,717200.0,96.47953033447266,49.96015548706055,13.07718276977539,75.35218811035156,169.6300048828125,23.283353805541992,18.420581817626953,73.41704559326172,696640.0
2011-12-02,97.36736401560961,50.452884409939315,13.162099075789868,75.2213800374035,170.64999389648438,23.443982800858226,18.378812358204545,73.43306732177734,678080.0,96.39461517333984,49.81936264038086,12.992265701293945,75.68656158447266,169.82000732421875,23.486255645751953,18.479061126708984,73.43306732177734,696640.0
2011-12-05,97.92318376206055,50.56726912313657,13.187574564351609,75.27956650159017,169.05999755859375,23.604617524425528,18.403874948680684,73.43306732177734,666240.0,97.44453430175781,50.36489486694336,13.183328628540039,75.64299011230469,167.32000732421875,23.359439849853516,18.479061126708984,73.43306732177734,694480.0
2011-12-06,97.43680704061198,50.40888186694175,13.213047381299559,75.42494437770442,166.30999755859375,23.325622060244097,18.504122143456733,73.4170479396856,694800.0,97.47541046142578,50.22410583496094,13.20455551147461,75.4467544555664,168.17999267578125,23.486255645751953,18.462352752685547,73.44908142089844,692080.0
2011-12-07,97.15117522337941,50.083320260294215,13.162098774618258,75.59936147158818,168.7899932861328,23.452440369108484,18.48741377933595,73.43306732177734,701280.0,97.8382797241211,50.22410583496094,13.31070327758789,75.78833770751953,169.39999389648438,23.283353805541992,18.43729019165039,73.43306732177734,711760.0
2011-12-08,97.19752333280125,49.898560274558825,13.208803569539699,75.75923580087141,166.9600067138672,23.181897990696847,18.495769448228472,73.43306732177734,734480.0,95.69207763671875,49.379425048828125,12.949807167053223,76.17353820800781,165.97999572753906,22.98744773864746,18.537540435791016,73.43306732177734,744960.0
2011-12-09,96.12441001677018,49.50259614596641,12.716286848776644,76.10811127861525,166.42999267578125,22.9536305136353,18.529184714261145,73.41704559326172,735680.0,97.31332397460938,50.17131423950195,13.106904029846191,75.65019989013672,166.39999389648438,23.071992874145508,18.479061126708984,73.41704559326172,693120.0
2011-12-12,96.46408602038797,49.64338548814677,12.81818662013518,75.93373079910734,162.35000610351562,22.80990537906562,18.621080023743097,73.41704559326172,708640.0,95.89279174804688,49.608192443847656,12.695056915283203,75.91192626953125,161.99000549316406,22.77608871459961,18.67120361328125,73.41704559326172,696560.0
2011-12-13,96.3946182704793,49.93375271060041,12.746006286964228,75.7665317687339,161.86000061035156,22.7845428460769,18.687912743336653,73.41704559326172,682400.0,94.99726104736328,49.062660217285156,12.470026969909668,76.26078796386719,158.4499969482422,22.86908531188965,18.854991912841797,73.41704559326172,692960.0
2011-12-14,94.6189429462108,48.87786905966854,12.389356189257512,76.3334356522235,156.7899932861328,22.42946143176514,18.921823846886575,73.41705058059479,693760.0,93.98588562011719,48.297142028808594,12.25348949432373,76.58056640625,152.88999938964844,22.05746841430664,18.89676284790039,73.43306732177734,695600.0
2011-12-15,94.98179380739617,48.7107110679409,12.499747803053861,76.3552960375545,154.74000549316406,22.226555313173176,18.82993092425045,73.43306233335623,670320.0,94.32557678222656,48.16518020629883,12.36388111114502,76.51519775390625,152.3300018310547,21.947559356689453,18.846637725830078,73.41704559326172,667840.0
2011-12-16,94.96262570428826,48.42197034495813,12.39784778412223,76.63141572262819,154.30999755859375,22.03210434085954,18.821577114745274,73.43306732177734,646240.0,94.46539306640625,48.41314697265625,12.36388111114502,76.88581085205078,155.22999572753906,22.125102996826172,18.78816032409668,73.43306732177734,664960.0
2011-12-19,94.83057077208487,48.598459818433355,12.38511342291837,76.8640293489454,155.47999572753906,22.125104355106448,18.81322251881557,73.41705058059479,656800.0,93.45542907714844,47.93659591674805,12.266229629516602,77.14749908447266,154.8699951171875,22.023651123046875,18.854991912841797,73.43306732177734,658560.0
2011-12-20,94.92381068902837,48.713200235080485,12.42756984481632,76.82774906967039,156.82000732421875,22.412551647724474,18.654494875355393,73.43306732177734,628480.0,96.28341674804688,49.35741424560547,12.750253677368164,76.44979095458984,156.97999572753906,22.530912399291992,18.696264266967773,73.43306732177734,617840.0
2011-12-21,96.28343577249053,49.066178743814945,12.7799735734748,76.55148739664558,156.97999572753906,22.514002750570107,18.696264266967773,73.43306732177734,610400.0,96.46989440917969,48.65141296386719,12.601648330688477,76.20259857177734,157.16000366210938,22.691545486450195,18.696264266967773,73.43306732177734,575920.0
2011-12-22,96.82725129316249,48.75732404742684,12.665336385228793,76.42796708795578,156.35000610351562,22.733815026555558,18.7296810549778,73.43306732177734,562560.0,97.32447814941406,49.066192626953125,12.920086860656738,76.29713439941406,156.0399932861328,22.716907501220703,18.696264266967773,73.43306732177734,577760.0
2011-12-23,97.63522900034911,49.16325842018567,12.971034044624178,76.11539838170796,156.35000610351562,22.75917970961624,18.696264256981447,73.43306732177734,574000.0,98.19461059570312,49.48978042602539,13.013492584228516,75.98456573486328,156.30999755859375,22.826814651489258,18.704618453979492,73.43306732177734,591760.0
2011-12-27,98.02369494765948,49.45355558579597,13.000755589227715,76.0420647833635,155.0800018310547,22.776087511847233,18.671205531632896,73.41704559326172,588720.0,98.27230834960938,49.67436981201172,13.013492584228516,76.02750396728516,154.91000366210938,22.928266525268555,18.662851333618164,73.41704559326172,586560.0
2011-12-28,98.28788063485413,49.612552902032995,12.983774369842326,76.1513344020889,154.0500030517578,22.88599481932524,18.721327960694687,73.42027282714844,583680.0,96.98265838623047,49.10026550292969,12.856399536132812,76.50813293457031,151.02999877929688,22.657726287841797,18.83828353881836,73.42027282714844,611760.0
2011-12-29,97.30121736292304,49.1797452046848,12.894612494629534,76.47897391411001,149.08999633789062,22.666182401635723,18.85499037820336,73.42027282714844,606640.0,97.98490905761719,49.453556060791016,12.971036911010742,76.6027603149414,150.33999633789062,22.72536277770996,18.804866790771484,73.42027282714844,596800.0
2011-12-30,97.9071531123194,49.347572137786315,12.954053536725167,76.69740431399507,152.13999938964844,22.632365112004923,18.77145004272461,73.42027282714844,595600.0,97.50315856933594,49.3122444152832,12.920086860656738,76.87216186523438,151.99000549316406,22.691545486450195,18.77145004272461,73.42027282714844,605920.0
2012-01-03,99.25900709778801,50.2661514907895,13.179082716004915,76.38426971435547,154.75999450683594,23.12271905689606,18.646143318237215,73.42025176119874,577360.0,99.0570068359375,50.257320404052734,13.098411560058594,76.38426971435547,155.9199981689453,23.367895126342773,18.612728118896484,73.40422821044922,573920.0
2012-01-04,98.82394343727108,50.17783387340055,13.026232870215134,76.3770320654529,155.42999267578125,23.342532034008183,18.712970733642578,73.42025176119874,580560.0,99.21240234375,50.46930694580078,13.106904029846191,76.1440200805664,156.7100067138672,23.54543685913086,18.712970733642578,73.40422821044922,562640.0
