date,open_XLK,open_IGV,open_XBI,open_XLY,open_IWM,open_TAN,open_KWEB,open_ARKK,open_QQQ,open_BIL,close_XLK,close_IGV,close_XBI,close_XLY,close_IWM,close_TAN,close_KWEB,close_ARKK,close_QQQ,close_BIL
2014-10-31,17.594820955197072,17.549653015093206,57.151017725503316,29.99916771436984,100.4272161991337,33.57467859557861,28.806236694417095,18.42760610007744,93.05695059666363,73.4949210499276,17.651424407958984,17.61819839477539,55.742733001708984,29.893815994262695,100.12655639648438,34.108314514160156,28.743322372436523,18.391508102416992,92.80069732666016,73.510986328125
2014-11-03,17.67318493111312,17.639740383025423,55.98341709856869,29.96405270704799,100.28977990613144,34.02827306941606,28.743316864097768,18.490775874735952,92.96546798332882,73.51096883882838,17.725433349609375,17.637781143188477,55.788272857666016,29.893815994262695,99.95476531982422,33.939334869384766,28.829822540283203,18.391508102416992,93.07528686523438,73.49490356445312
2014-11-04,17.699314553129206,17.60448981554378,55.28741438478084,29.735784765173786,99.55962075402024,33.85928817054095,28.861281530992752,18.229071204382063,92.78239993569844,73.4949210499276,17.721084594726562,17.661283493041992,55.31668472290039,29.533859252929688,99.49089813232422,33.5035285949707,29.097204208374023,18.28321647644043,92.76409912109375,73.510986328125
2014-11-05,17.829934894383143,17.79445802573732,56.01594110574578,29.784072612634734,100.22105538855607,33.86818087261582,29.254488456128346,18.508826994498303,93.37729439687533,73.51096883882838,17.768978118896484,17.659324645996094,53.869361877441406,29.65238380432129,99.6712875366211,32.70307159423828,28.538854598999023,18.048587799072266,92.77326965332031,73.49490356445312
2014-11-06,17.760269165039062,17.67303121622258,54.08727622307799,29.691890636888907,99.62835386199099,32.88094904206822,28.420890108950832,18.129805978315904,92.76409291500099,73.510986328125,17.760269165039062,17.863000869750977,54.96541976928711,29.902597427368164,100.1008071899414,32.8009033203125,28.6646785736084,18.1749267578125,93.06610870361328,73.510986328125
2014-11-07,17.777690112581286,17.89042127969853,54.81907608265749,29.806022181318184,99.98053294367921,32.329523131994804,28.680402452421006,18.18394929397526,93.23084048776644,73.51096883882838,17.78204345703125,17.94329833984375,54.54912567138672,29.85430908203125,100.25541687011719,32.25837326049805,28.821956634521484,18.156877517700195,92.98373413085938,73.49490356445312
2014-11-10,17.77332593747284,17.943303858209838,54.793035089961236,29.906985303371897,100.22962556840062,32.06270417622552,29.010694296823896,18.192975399566514,93.0295395674314,73.510986328125,17.82992935180664,18.035350799560547,55.98991394042969,29.83675193786621,100.75362396240234,31.831462860107422,29.734193801879883,18.31931495666504,93.31324768066406,73.510986328125
2014-11-11,17.84299546364473,18.049056357464835,55.97041161801035,29.87186902814872,100.60760392984653,31.920404143668005,29.789245552255966,18.6712607204345,93.33154019386193,73.4949210499276,17.838642120361328,18.043182373046875,56.03871154785156,29.964052200317383,100.82235717773438,31.698055267333984,29.513999938964844,18.31028938293457,93.60609436035156,73.510986328125
2014-11-12,17.782037502820156,17.972681140628797,55.77850585652069,29.867492069962626,100.23822872697004,31.86704443896016,29.411769354923223,18.283217497020498,93.2308820109958,73.510986328125,17.89524269104004,18.017724990844727,56.487525939941406,30.104536056518555,101.27763366699219,30.995433807373047,29.812837600708008,18.37346076965332,93.77084350585938,73.510986328125
2014-11-13,17.938792738615522,18.037305142461996,56.5493461024736,30.003556343186812,101.31202231059227,31.386766388429574,29.907206258979603,18.409558716884884,93.94468625169758,73.51096883882838,17.99104118347168,18.031429290771484,55.72649002075195,30.293277740478516,100.41864776611328,30.45290184020996,29.55332374572754,18.35541343688965,94.1734848022461,73.49490356445312
2014-11-14,17.995386507514432,18.04318126142644,55.95415127018863,30.32400593974272,100.45298109161818,30.648568185310936,29.694872597999993,18.427606823215402,94.14606818380635,73.49490356445312,18.117300033569336,18.094100952148438,54.61416244506836,30.41179847717285,100.23822784423828,31.084373474121094,30.3004093170166,18.445655822753906,94.46638488769531,73.49490356445312
2014-11-17,18.065054905398334,18.060810542865465,54.74426007388066,30.31084145149168,100.15233599541976,30.888703202578032,30.088080385447174,18.58101855066982,94.24672629523047,73.510986328125,18.082469940185547,17.97659683227539,54.76377487182617,30.376684188842773,99.40499877929688,30.7819766998291,29.62409782409668,18.418581008911133,94.18266296386719,73.510986328125
