date,open_SPX,open_QQQ,open_SEMIS,open_BOND,open_GOLD,open_OIL,open_USD,open_CASH,open_VIX_HEDGE,close_SPX,close_QQQ,close_SEMIS,close_BOND,close_GOLD,close_OIL,close_USD,close_CASH,close_VIX_HEDGE
2002-07-30,58.69147491455078,20.48445701599121,10.986964571129173,40.42104721069336,30.45234225094512,8.958678527007498,26.226761899132352,62.24589214121781,633840.0,58.69147491455078,20.48445701599121,10.986964571129173,40.42104721069336,30.45234225094512,8.958678527007498,26.226761899132352,62.24589214121781,633840.0
2002-07-31,58.401022311209296,20.223231034800094,10.742249847491413,40.55944062079023,30.45234225094512,8.950317748862583,26.270964380506147,62.24589214121781,633840.0,58.83345413208008,20.09684944152832,10.444555351235206,40.79182434082031,30.40220668784513,8.950317748862583,26.37655909303564,62.2499710871206,633840.0
2002-08-01,58.65273535877055,20.00416438135711,10.368866747616092,40.80171182907851,30.40220668784513,8.813466743468899,26.42567212854332,62.2499710871206,633840.0,57.29747772216797,19.15308952331543,9.869345590650347,40.959861755371094,30.482422364792345,8.813466743468899,26.280785488773915,62.25399440538522,633840.0
2002-08-02,57.11679064155843,19.195221918651843,9.839074220148555,41.03897810024515,30.44231452631874,8.873311571229753,26.22184947145626,62.25399440538522,633840.0,56.01312255859375,18.74863052368164,9.463171788135949,41.2762565612793,30.783235743392265,8.873311571229753,26.194836739864375,62.25789642176224,633840.0
2002-08-05,55.819517636963,18.63066474445415,9.46065074315583,41.3652074744122,30.833371306492253,8.764183004644874,26.280785488773915,62.25789642176224,633840.0,54.0640754699707,18.066102981567383,8.92832651444713,41.4838752746582,30.863451420339473,8.764183004644874,26.342177719929616,62.26182300138864,633840.0
2002-08-06,55.00633070237535,18.369452010233562,9.271429689331656,41.2812133888776,30.833371306492253,8.88475291877146,26.506710323318977,62.26182300138864,633840.0,55.88405227661133,18.95929527282715,9.460643733599516,41.1477165222168,30.6328290540923,8.88475291877146,26.69088701678608,62.26577414648752,633840.0
2002-08-07,56.71016441217922,19.549135385742403,10.00305681887999,41.12302034102388,30.883506869592235,8.768583626228697,26.651595089546166,62.26577414648752,633840.0,56.85859680175781,19.212074279785156,9.659946903718996,41.2762565612793,31.51521374063931,8.768583626228697,26.48460814586097,62.26959418923511,633840.0
2002-08-08,57.06511634785051,19.169935053175788,9.488391028753913,41.19223227877376,31.545296914518463,8.799825756575862,26.50916466361481,62.26959418923511,633840.0,58.69791030883789,19.860919952392575,10.018194910184926,41.132904052734375,31.124156960465793,8.799825756575862,26.683520248814148,62.273463126667906,633840.0
2002-08-09,58.14933138547862,19.549149237378497,9.73816167494278,41.18727676217157,31.084049121992187,8.860111049359448,26.631949125926212,62.273463126667906,633840.0,58.91737365722656,19.658668518066406,9.965215642116302,41.43939208984375,31.505189076044857,8.860111049359448,26.57301310860856,62.27732500582417,633840.0
2002-08-12,58.07836559417983,19.422736420385547,9.662476397653876,41.572827366815844,31.465078177539326,9.064727195636166,26.46250784194518,62.27732500582417,633840.0,58.48497772216797,19.717662811279297,9.725549743135923,41.52345275878906,31.49516135141847,9.064727195636166,26.37655909303564,62.28132820718542,633840.0
2002-08-13,58.18163487167721,19.57441751904566,9.738161250383929,41.681646697207206,31.445025788318485,9.103890310546097,26.38638020130341,62.28132820718542,633840.0,57.42010498046875,19.043556213378903,9.374870956980574,41.85459899902344,31.505189076044857,9.103890310546095,26.30288766623191,62.28524410102903,633840.0
2002-08-14,57.45240112493504,19.10253240149848,9.347119716209079,42.01279543548663,31.78594700539202,9.140853114664115,26.14817991819474,62.28524410102903,633840.0,59.517574310302734,20.256956100463867,9.947556179099283,41.731056213378906,31.264535925139377,9.140853114664116,26.224305685294308,62.28917240546219,633840.0
2002-08-15,59.91770800264265,20.42549217581383,10.12920246983109,41.52343705017176,31.244483535918537,9.356030349877662,26.32498797014771,62.28917240546219,633840.0,60.343692779541016,20.66985321044922,10.154426811494202,41.488792419433594,31.51521374063931,9.356030349877662,26.2071159355124,62.29305229348276,633840.0
2002-08-16,59.90483853645056,20.33279164059025,10.06612762794426,41.646980488075876,31.394890225218496,9.363071075835547,26.263595738992006,62.29305229348276,633840.0,60.16299819946289,20.813087463378903,10.785136862543542,41.216941833496094,31.45505351294487,9.363071075835547,26.2071159355124,62.29693972392148,633840.0
2002-08-19,60.3178747291512,20.872074728706867,10.785131236945835,41.2811913580987,31.394890225218496,9.409714710285511,26.187469971892448,62.29693972392148,633840.0,61.56990051269531,21.318666458129883,11.292228914438615,41.256473541259766,30.68296461719229,9.409714710285511,26.403569951085316,62.30092472502819,633840.0
2002-08-20,61.19556561439736,21.21755612054513,11.100497978421252,41.42457008066098,30.82334358186587,9.347229778150599,26.410938592599457,62.30092472502819,633840.0,60.91808319091797,21.22597885131836,10.81036642488871,41.63713455200195,30.953697881944993,9.3472297781506,26.35200070173959,62.30478830721121,633840.0
2002-08-21,61.35049216367526,21.394500103390044,11.138331547169454,41.41464221426805,30.833371306492253,9.453278446779269,26.248862203048144,62.30478830721121,633840.0,61.79579162597656,21.69786262512207,11.264477450680015,41.5333251953125,30.843399031118636,9.453278446779269,26.310254434203845,62.30870080870381,633840.0
2002-08-22,61.62797657993227,21.689439550392315,11.264479019408544,41.4245944453274,30.662909167939524,9.466479640090157,26.393748842817544,62.30870080870381,633840.0,62.39601135253906,22.04333114624023,11.327550477525364,41.31086730957031,30.74312790491866,9.466479640090157,26.5533671449886,62.31265249505362,633840.0
2002-08-23,61.96363280616345,21.739977073245484,10.949129269924175,41.38502910719553,30.6328290540923,9.429516164531552,26.60739260817237,62.31265249505362,633840.0,61.05361557006836,21.19226837158203,10.656470665474556,41.49871826171875,30.75315562954504,9.42951616453155,26.514077091290904,62.31661903374425,633840.0
2002-08-26,61.25364975161788,21.318660402867906,10.595917406834975,41.48387950729784,31.134184685092176,9.55492649382411,26.55582335882665,62.31661903374425,633840.0,61.47954177856445,21.276531219482425,10.669090720752571,41.51844787597656,31.02388583426582,9.55492649382411,26.48706435969902,62.32060529369405,633840.0
2002-08-27,61.76352576234358,21.428217683774754,10.70945694945916,41.399803709590365,30.933642432692228,9.49728197685517,26.38883641514146,62.32060529369405,633840.0,60.76959228515625,20.535017013549805,10.192267638941669,41.394866943359375,31.31467148823936,9.49728197685517,26.21939325761821,62.32463317716389,633840.0
2002-08-28,60.2016550330416,20.240096350131147,9.851684631817363,41.56790351585052,31.274563649765756,9.390793514644352,26.27587493464003,62.32463317716389,633840.0,59.44016647338867,19.785066604614254,9.66500125475672,41.54814529418945,31.02388583426582,9.390793514644352,26.295520898259987,62.32864915366052,633840.0
2002-08-29,58.90446919183451,19.54913072323825,9.460651871453821,41.80517823661801,31.284591374392143,9.431276681741315,26.234128667104287,62.32864915366052,633840.0,59.4659309387207,20.04629135131836,9.69779212625432,41.740928649902344,31.37483477596573,9.431276681741316,26.202203507836305,62.33267268991349,633840.0
